"","lat","lng","name","type","elev"
"16478",29.488287777805,-95.1074302779665,"Bay Electric Supply","Heliport",26
"16490",33.0440888885763,-97.0052999995622,"Medical Center Of Lewisville","Heliport",546
"16506",30.5835191666096,-98.8086525002738,"Bullhead","Heliport",1430
"16521",32.5002777780994,-94.7297222225274,"Good Shepherd Medical Center","Heliport",359
"16522",32.5683333335547,-94.7330555552381,"Texas Farms And Ranches","Heliport",400
"16524",32.5335833335529,-94.7293611114612,"Longview Rgnl Medical Center","Heliport",361
"16530",33.5917516665777,-101.84766638894,"Department Of Public Safety","Heliport",3211
"16531",33.5739738889001,-101.900723055458,"St Mary Of The Plains Hospital","Heliport",3280
"16532",33.4740111109354,-101.987500000189,"Mdr 1","Heliport",3300
"16533",33.5830555556195,-101.894166666323,"Lubbbock Methodist Hospital","Heliport",3225
"16535",33.6395286114268,-101.889613333421,"University Medical Center","Heliport",3231
"16537",33.6036111111952,-101.915000000032,"Lubbock Heart Hospital","Heliport",3243
"16538",33.4500000003402,-101.93900000022,"Jaxon Landing","Heliport",3270
"16540",33.0890083336429,-96.5920750003082,"Aaf","Heliport",615
"16544",31.336416666339,-94.7439166667235,"Lmh","Heliport",320
"16547",29.6735805555871,-97.6548277775348,"Seton Edgar B Davis Hospital","Heliport",395
"16555",33.2139833330855,-96.6327333330741,"Lmc","Heliport",708
"16558",33.2203444444695,-96.6834777773735,"Baylor Medical Center At Mckinney","Heliport",631
"16566",32.5868027777041,-97.1833447225371,"Southwest Custom Aircraft","Heliport",670
"16568",32.5677777774438,-97.0952777781939,"Methodist Mansfield Medical Center","Heliport",633
"16570",32.5820805552421,-97.1425100001753,"Schmidts","Heliport",625
"16590",29.001923333071,-96.0669041664911,"Station 24","Heliport",57
"16598",28.7213749996708,-95.8738502776631,"Matagorda Shore Facility","Heliport",5
"16615",32.7112416664773,-96.5574902777896,"Creech","Heliport",420
"16616",32.7794444447517,-96.6011111115303,"The Medical Center Of Mesquite","Heliport",506
"16617",32.7084638886437,-96.5602683330771,"Kimi","Heliport",440
"16619",32.7917941670137,-96.5636019442655,"Big Town","Heliport",550
"16624",29.5566177778354,-98.9294738892701,"Masterson","Heliport",1100
"16630",31.9967499999871,-102.100944444733,"Midland Memorial Hospital","Heliport",2814
"16634",32.4615055556624,-97.0086999998433,"Cedar Circle","Heliport",750
"16645",32.8334599999506,-98.0519872218059,"Fort Wolters Helicopters","Heliport",887
"16647",32.7988333331287,-98.1453333333085,"Palo Pinto General Hospital","Heliport",880
"16649",32.8002541664955,-98.0667244442663,"Upham","Heliport",873
"16653",29.5627355557549,-95.5641113886842,"Community Hospital","Heliport",70
"16674",33.1761111108389,-94.9708333335173,"Titus Rgnl Medical Center","Heliport",422
"16678",33.0601202778354,-95.1577183331858,"Mac Kay","Heliport",351
"16679",33.1762272225797,-95.2357766663499,"Mt Vernon Medical Center","Heliport",482
"16691",33.1981772223216,-94.6813163884583,"David Granberry Memorial Hospital","Heliport",421
"16692",29.5505361113041,-95.0857416663604,"Houston Methodist St John Hospital","Heliport",12
"16694",30.3924286107686,-96.0774566662521,"Grimes St Joseph Health Center","Heliport",248
"16701",29.6946691667324,-98.1469533335323,"Mc Coy Bldg Sup 16","Heliport",667
"16705",29.7163888886646,-98.1241666662387,"Mckenna Memorial Hospital","Heliport",650
"16710",33.7781250003702,-97.7323166668437,"Nocona General Hospital","Heliport",905
"16713",32.8591666667806,-97.2299999997306,"Nrh Fire Department","Heliport",615
"16714",32.8263888885656,-97.2127777775812,"North Hills Hospital","Heliport",561
"16715",30.2327072225256,-97.9147300003516,"Johnny Voudouris","Heliport",1050
"16720",31.8461861113398,-102.374677777349,"Medical Center Hospital","Heliport",3000
"16724",28.7131666665641,-96.4091666663327,"Wolf Point","Heliport",14
"16741",28.7922222218953,-96.0419444448808,"South Texas Project","Heliport",32
"16743",28.716378888941,-96.2141333334879,"Wagner","Heliport",18
"16746",31.7327888887575,-95.6260000000217,"Palestine Regional Medical Center","Heliport",570
"16748",26.2394527774045,-98.3707222218239,"Palmview Police Dept","Heliport",160
"16759",33.6596611114139,-95.5465000001841,"Paris Rgnl Medical Center","Heliport",615
"16765",29.6921733336415,-95.1960444445397,"Police","Heliport",55
"16766",29.6605075002062,-95.2018780554858,"3321 Westside","Heliport",36
"16767",29.6896733329497,-95.2010447225327,"Memorial Hospital","Heliport",20
"16768",29.6591666667984,-95.1119444443215,"San Jacinto College Central Campus","Heliport",26
"16772",29.5586388886015,-95.2808055553996,"Pearland","Heliport",51
"16773",29.5816216663458,-95.3071588892058,"M D K Field","Heliport",50
"16774",29.5852327779077,-95.3035477776462,"Joe Rye","Heliport",49
"16775",29.5632886111303,-95.2496572221178,"Club House Nr 1","Heliport",45
"16776",29.590510277951,-95.282991666729,"Bradair","Heliport",48
"16777",29.576621944265,-95.3329930551681,"Gulfcoast","Heliport",55
"16780",28.897222222128,-99.1172222220289,"Frio Rgnl Hospital","Heliport",630
"16788",30.464999999718,-97.6625611115077,"Aero","Heliport",800
"16795",33.0322222223115,-94.9608333335885,"Etmc - Pittsburg","Heliport",390
"16801",33.0226166664008,-96.7665555558838,"Mcp","Heliport",744
"16802",33.0723424999101,-96.8088891667044,"E D S","Heliport",697
"16803",33.043454444232,-96.8372238884816,"Texas Health Presbyterian Hospital Plano","Heliport",669
"16804",33.0684536113715,-96.8013891665334,"Eds Hangar","Heliport",660
"16805",33.0735527777242,-96.8147008336047,"Eds Administration Nr 1","Heliport",720
"16806",33.0732919445898,-96.1474883331637,"Eds Administration Nr 2","Heliport",720
"16807",33.0142333336197,-96.7899666663859,"Baylor Rgnl Medical Center At Plano","Heliport",688
"16816",27.7158658331142,-97.1730441669756,"Mustang Island","Heliport",10
"16817",27.8463888885689,-97.0630555557022,"Midstream Harbor Island","Heliport",8
"16818",29.9171586111645,-93.8873913887102,"Patco","Heliport",15
"16819",29.9365611114666,-93.988877778196,"Medical Center Of Southeast Texas","Heliport",7
"16820",29.9085477778127,-93.9210036112719,"St Mary Hospital Of Port Arthur","Heliport",16
"16821",29.3832897220846,-94.7735291665338,"Houston Oil & Minerals Port Bolivar","Heliport",10
"16822",29.3910672220729,-94.7640844440282,"Houston Oil & Minerals Port Bolivar Nr 2","Heliport",8
"16824",26.0723002781068,-97.1635825004471,"U S Coast Guard Station","Heliport",4
"16828",28.6249963887905,-96.6835905554675,"Cig 806","Heliport",24
"16832",29.9624358333096,-93.9321161108997,"Texaco Chemical Company-East","Heliport",14
"16834",28.4425019447893,-96.4252519447259,"Hhi-Port O'connor","Heliport",7
"16836",28.4697236109572,-96.4919200003118,"Port O'connor Base (Ehi)","Heliport",6
"16837",28.4450000003743,-96.4483333330946,"Industrial Helicopters Inc","Heliport",10
"16838",28.4263888888082,-96.4494444439981,"Midstream Port O'connor","Heliport",7
"16850",27.3350444448203,-97.1280383331876,"Lewis","Heliport",145
"16854",33.1840047220506,-96.4480405559738,"Pecks","Heliport",660
"16855",33.1247222225954,-96.5219444441552,"Aero Crafter Inc","Heliport",520
"16856",32.66109722225,-95.0170111112215,"Lz Glen","Heliport",420
"16864",32.7959999998291,-95.4443333336016,"Etmc - Quitman","Heliport",400
"16876",28.3136163888097,-97.0455461107155,"Cig 804","Heliport",24
"16877",28.3063911113163,-97.7969430557063,"Memorial Hospital","Heliport",50
"16883",33.0401277778041,-97.5481527773585,"Flying A","Heliport",676
"16884",33.0258249999804,-97.4592666664942,"Rolling V Ranch","Heliport",700
"16886",32.9867883334527,-96.6974966665086,"Owens Country Sausage","Heliport",629
"16887",32.9956527780219,-96.6656222222875,"Richardson Rgnl - Bush Hwy","Heliport",615
"16888",35.9751138887886,-96.7260805557926,"Richardson Rgnl - Campbell Road","Heliport",652
"16890",29.5755555556581,-95.7708333332063,"Oak Bend Medical Center","Heliport",100
"16913",32.8844444443323,-96.4644444443404,"Presbyterian Hospital Of Rockwall","Heliport",532
"16927",32.4180555552256,-96.5084749996822,"Lake Pointe Medical Center","Heliport",476
"16932",29.6932747225678,-93.9668358331375,"Evergreen Helicopters","Heliport",10
"16933",29.7146633331391,-93.9121111110193,"Air Logistics Sabine","Heliport",7
"16934",29.7033333331546,-93.9450222218579,"Petroleum Helicopters Inc","Heliport",10
"16935",29.7141077778515,-93.9129447224501,"Hhi-Sabine","Heliport",6
"16936",29.7202777779946,-93.8683333335136,"Mes Sabine Pass","Heliport",8
"16937",29.6963302778845,-93.9565577776789,"Era Helicopters Sabine Base","Heliport",7
"16938",29.7127197219255,-93.859608889186,"Arco Sabine","Heliport",9
"16939",29.7002202780696,-93.8640538888574,"Tenneco Shorebase","Heliport",11
"16941",32.8640161111523,-97.3955741670992,"Cowden","Heliport",783
"16945",31.4187730559263,-100.470649721799,"Angelo Community Hospital","Heliport",1900
"16946",31.4598833333246,-100.437593055138,"Shannon Medical Center","Heliport",1825
"16951",29.5134111110115,-98.5888944441987,"Santa Rosa Northwest Hospital","Heliport",932
"16952",29.444676666856,-98.6400208332923,"Sony Microelectronics Helistop","Heliport",765
"16954",29.4346499998454,-98.4178000000517,"Red Berry","Heliport",670
"16955",29.3519027775851,-98.5450166662356,"Southwest General Hospital","Heliport",657
"16956",29.6196833336853,-98.4928250000808,"North Central Baptist Hospital","Heliport",1054
"16958",29.5532838890049,-98.4919622221493,"G W","Heliport",824
"16964",29.5466177780792,-98.4105711114334,"Rowco, Inc","Heliport",706
"16965",29.433010277995,-98.4922391664632,"Baptist Medical Center","Heliport",710
"16966",29.4607877777104,-98.3305686110937,"Tj-Cj Private","Heliport",630
"16967",29.426899444252,-98.4997394442138,"Santa Rosa Helistop","Heliport",820
"16968",29.4224552778871,-98.4839055557596,"Del Rio","Heliport",707
"16969",29.5076527780466,-98.5713055558015,"Methodist Hospital","Heliport",1078
"16970",29.36134638922,-98.4491822222943,"Department Of Public Safety","Heliport",650
"16971",29.5073916668685,-98.5793833334988,"University Health System","Heliport",1058
"16972",29.4672222223903,-98.6955555555224,"Christus Santa Rosa Westover Hills","Heliport",906
"16975",29.4313441664819,-98.3777919442453,"Martindale Ahp","Heliport",674
"16977",29.641891944465,-98.5780758329078,"Camp Bullis","Heliport",1066
"16980",29.4176527780946,-98.286177777424,"Adkins","Heliport",643
"16981",29.4938611110804,-98.5478611115141,"Heart Hospital Of San Antonio","Heliport",850
"16998",29.852780555445,-97.946730555462,"Central Texas Medical Center Hospital","Heliport",674
"17008",29.3234583334347,-95.0556388885259,"Republic Helicopters, Inc","Heliport",26
"17014",29.6110619442938,-95.0104833334279,"Total Bayport","Heliport",16
"17018",29.7860647223565,-96.0432911111198,"Diamond E Ranch","Heliport",115
"17026",29.6166666663505,-97.8816666663947,"Woodstone Corporation","Heliport",460
"17028",29.5674522226076,-97.9466708336653,"Guadalupe Hospital","Heliport",530
"17043",33.6372194446486,-96.6243000003907,"Texas Health Presbyterian Hospital-Wnj","Heliport",770
"17047",33.6503836110671,-96.6094363885631,"Department Of Public Safety","Heliport",725
"17052",31.1667955557272,-105.358842500281,"Sierra Blanca","Heliport",4512
"17059",29.5288408334649,-94.7660299999992,"Houston Oil & Minerals Smith Point","Heliport",9
"17068",30.184100000273,-94.5060272224645,"Station 40","Heliport",65
"17069",29.6421747221624,-95.2116005559418,"Hl&P South Houston Helistop","Heliport",40
"17070",26.1470211111841,-97.1738608334851,"Southeastern Helicopters","Heliport",5
"17071",26.0705555555285,-97.15715277736,"South Padre Island","Heliport",10
"17081",30.0202777781239,-95.4412222225326,"Houston Northwest Medical Center","Heliport",116
"17082",30.0329977775412,-95.5013288889602,"Strack Farms","Heliport",125
"17083",29.8316333329896,-98.462402777738,"Saber","Heliport",1174
"17087",29.8049494442445,-95.5079972225531,"Spring Branch Medical Center","Heliport",83
"17089",29.6418994444063,-95.5535550001162,"G H Hart Nr 2","Heliport",80
"17090",29.6435661109997,-95.5810558337814,"Sugar Grove","Heliport",81
"17091",29.6280555558303,-95.5566666663441,"Durwood Greene Construction Company","Heliport",78
"17108",29.6152341670237,-95.6043899999862,"Kaneb","Heliport",120
"17109",29.643010833357,-95.6071675001148,"Avsi-Sugar Land","Heliport",85
"17111",33.1580555555121,-95.5991666667149,"Hopkins County Memorial Hospital","Heliport",476
"17112",32.8167936113375,-96.5836027777596,"Lupton Farms","Heliport",500
"17113",32.7800000002973,-96.5680555551873,"Texas Rgnl Medical Center","Heliport",492
"17119",32.4523666670223,-100.39716666648,"Rolling Plains Hospital","Heliport",2180
"17128",31.0776794445764,-97.3633377781756,"Scott & White Memorial Hospital","Heliport",734
"17129",31.07166666676,-97.3755555559457,"Scott & White Children's Hosital","Heliport",655
"17135",32.8690130554359,-96.2716455557805,"Psf","Heliport",515
"17136",32.7092969445274,-96.2788680555805,"Terrell Community Hospital","Heliport",480
"17137",33.4293213892124,-94.0390744442081,"Wadley Rgnl Medical Center","Heliport",347
"17140",29.4257888887797,-94.9810361110534,"Tdcj/Southern Rgnl Medical Facility","Heliport",10
"17143",30.1458055556676,-95.4338888885928,"Black Forest","Heliport",123
"17144",30.1744722222965,-95.4529861112341,"Memorial Hospital-The Woodlands","Heliport",150
"17152",32.3361111109803,-97.9694444448445,"Shelton Pvt","Heliport",1070
"17153",30.0867347222351,-95.6214022220733,"Tomball Rgnl Medical Center","Heliport",182
"17155",30.0609999996811,-95.5577777781459,"H S I","Heliport",150
"17156",29.9438888891208,-95.5294444442659,"Life Flight North Fuel","Heliport",122
"17157",30.0952177776576,-95.5449413890301,"Helicopter Express","Heliport",150
"17162",30.9567138890804,-95.3802138892066,"Etmc - Trinity","Heliport",233
"17172",32.343077777522,-95.1970611110659,"Headwind","Heliport",525
"17173",32.5093097224074,-95.2899508334883,"Mother Frances Hospital","Heliport",520
"17174",32.3420936114457,-95.2921730552955,"Mother Frances Hospital","Heliport",520
"17175",32.335149444582,-95.301617777801,"Medical Center Hospital","Heliport",550
"17185",29.2141277780754,-99.767833889257,"Uvalde County Hospital Authority","Heliport",917
"17201",34.1592522219613,-99.316193055817,"Wilbarger General Hospital","Heliport",1226
"17205",28.8141558329434,-96.9763752777811,"Citizens Medical Center","Heliport",95
"17206",28.8011008332045,-97.005820555303,"One O'connor Plaza-Tower","Heliport",277
"17207",28.854519444744,-97.020505556001,"Detar Hospital - Navarro Campus","Heliport",99
"17208",28.8030449998464,-97.005820555303,"Victoria Bank & Trust Motor Garage","Heliport",115
"17214",31.640164444434,-97.0919452782215,"Texas Dept Of Public Safety","Heliport",500
"17216",31.5139444442674,-97.2005000004349,"Providence Health Center","Heliport",660
"17221",31.5529436111849,-97.17944888905,"Hillcrest Baptist Medical Center","Heliport",760
"17222",31.5523888889292,-97.091388888684,"Young Brothers","Heliport",412
"17224",31.5482222218682,-97.0788883329404,"Sheriff Department","Heliport",385
"17229",31.4891666664755,-97.1585277773615,"Hillcrest Baptist Hospital","Heliport",566
"17235",29.8613308332974,-94.7010302775926,"Cig 816","Heliport",23
"17240",32.4707091668207,-94.0554636109839,"Waskom","Heliport",280
"17241",32.4269444444687,-96.8566666669616,"Baylor Scott And White Medical Center","Heliport",668
"17246",32.3953805557775,-96.8642000000197,"Baylor Medical Center","Heliport",560
"17252",32.7480555558903,-97.7841999997519,"Weatherford Rgnl Medical Center","Heliport",1050
"17253",32.7333333332413,-97.6466666667219,"Clear Fork Ranch","Heliport",850
"17255",32.6270772220674,-97.7836416662601,"Buckmaster","Heliport",920
"17260",32.7812391663256,-97.8164219446641,"Jamak Fabrication","Heliport",1050
"17261",32.7717944445271,-97.7400277773948,"Staggs","Heliport",1050
"17263",29.5410000002105,-95.1290000002397,"Clear Lake Rgnl Medical Center","Heliport",51
"17268",26.1524722224457,-97.9788055557567,"Knapp Medical Center","Heliport",78
"17269",31.8163888886097,-97.092777777538,"West Hospital Authority","Heliport",650
"17271",29.1680238887251,-95.6213350002423,"Columbia Lakes","Heliport",30
"17272",32.9844444441539,-97.1716666669627,"Solana North","Heliport",630
"17277",29.3444133336563,-96.1171816665059,"Gulf Coast Medical Center","Heliport",110
"17280",33.700938888992,-96.9136166669555,"Morningstar Ranch","Heliport",737
"17297",30.3757624998425,-95.5574430559896,"Sartor","Heliport",203
"17299",32.7463888889462,-97.6549999998461,"Trinity Meadows Race Track","Heliport",837
"17321",30.7763119445535,-94.4282538888074,"Tyler County Hospital","Heliport",265
"17322",33.0067866664074,-96.5069330558701,"Ladue Ranch","Heliport",520
"17323",33.0181752778275,-96.5069330558701,"Walden Ranch","Heliport",525
"17324",33.0226197221226,-96.5369341668723,"Putman","Heliport",550
"17329",29.3130555559323,-97.1383333335675,"Yoakum Community Hospital","Heliport",335
"17333",40.3805066665482,-111.768263610776,"American Fork Hospital","Heliport",4603
"17336",37.6355527779723,-109.484008333574,"Blanding Ambulance","Heliport",5900
"17339",40.0821875000667,-109.291511110965,"Bonanza Power Plant","Heliport",5028
"17342",41.4910444447369,-112.026611111246,"Brigham City Community Hospital","Heliport",4308
"17347",37.3166480552775,-113.31745000007,"Wecco","Heliport",5315
"17348",37.6874766664736,-113.085504444839,"Gilbert Development Shop","Heliport",5670
"17356",40.5174486112643,-111.888823333107,"Utah National Guard Headquarters","Heliport",4430
"17357",40.5357305555669,-111.890113888777,"Lone Peak Hospital","Heliport",4434
"17375",40.4902305555963,-111.405736110763,"Heber Valley Hospital","Heliport",5681
"17376",40.4108333332606,-111.510999999562,"Losee Villa","Heliport",5680
"17381",37.172777777705,-113.434444444683,"Gilbert Development Corp","Heliport",3300
"17388",37.0541666666306,-112.530277777348,"Kch Helipad","Heliport",5000
"17391",41.0582769445999,-111.97160805512,"Davis Hospital & Medical Center","Heliport",4300
"17395",41.774749999891,-111.821586111245,"Cache Valley Specialty Hospital","Heliport",4542
"17396",41.7471525001382,-111.817443333581,"Western Surgery Center","Heliport",4465
"17404",38.7641430556191,-109.759010555394,"Allen Memorial Hospital","Heliport",3977
"17405",38.6002594444602,-109.573450833078,"Arches Tours","Heliport",4100
"17406",38.5422047225133,-109.518727499755,"Two Jays Nr 1","Heliport",4500
"17407",38.5847041663671,-109.567339444181,"Two Jays Nr 2","Heliport",4200
"17415",40.6602500000492,-111.88952777758,"Intermountain Medical Center","Heliport",4314
"17418",40.8582783331326,-111.934661111052,"A A Helicopters Inc","Heliport",4234
"17420",41.182933333097,-111.955033333238,"Mc Kay-Dee Hospital Center","Heliport",4615
"17422",40.3128972221752,-111.71431388861,"Timpanogos Rgnl Hospital","Heliport",4735
"17423",40.3116666668305,-111.665555555623,"Cirque Lodge Studio","Heliport",4860
"17427",40.6864999996976,-111.468888888861,"Park City Rgnl Medical Center","Heliport",6759
"17429",40.0435655557265,-111.712983333656,"Mountain View Hospital","Heliport",4597
"17432",40.2480102775412,-111.665756110799,"Utah Valley Rgnl Medical Center","Heliport",4590
"17435",40.5199500002584,-111.981466666512,"Riverton Hospital","Heliport",4638
"17437",40.3360647219979,-110.339601388495,"Uintah Basin Medical Center","Heliport",5182
"17438",37.0985919441622,-113.577178610881,"Dixie Medical Center","Heliport",2700
"17442",40.7569211111721,-111.842170833504,"Department Of Veterans Affairs","Heliport",4713
"17443",40.6861111112685,-111.856388889019,"St Mark's","Heliport",4315
"17444",40.7633333330358,-111.890000000365,"American Stores","Heliport",4691
"17446",40.7675111111357,-111.861819444762,"Salt Lake Rgnl Medical Center","Heliport",4519
"17447",40.7246683334225,-111.976327777572,"Kutv Channel Two","Heliport",4240
"17448",40.7768802776238,-111.886919167013,"State Capitol Helicopter Landing Site","Heliport",4350
"17449",40.779112500154,-111.879936388934,"Lds Hospital North","Heliport",4729
"17450",40.7166666664872,-111.889444444464,"Phc Hospital","Heliport",4250
"17451",40.7255666670005,-111.933952777773,"Redwood Health Center","Heliport",4258
"17452",40.7704999997866,-111.835472222195,"Medical Center Helistop","Heliport",5000
"17453",40.5778333334157,-111.854055555493,"Alta View Hospital","Heliport",4660
"17455",40.6883333333826,-111.892222222172,"Skaggs","Heliport",4289
"17458",40.5010549997898,-112.343837500339,"Tooele Army Depot Helipad","Heliport",4920
"17459",40.5249441663564,-112.293835555843,"Tooele Valley Hospital","Heliport",5100
"17460",40.3174455556244,-112.308558888552,"Tooele Army Depot /South Area/","Heliport",5355
"17461",40.583722222422,-112.383027777521,"Miller Motorsports Park","Heliport",4403
"17462",37.234704722379,-113.277448055502,"Diamond 'G' Ranch","Heliport",3020
"17463",40.7080444446813,-112.183055555753,"Bear River Valley Hospital","Heliport",4290
"17464",37.69833333332,-112.182499999853,"Aladdin Air","Heliport",7540
"17467",40.4582916666318,-109.542358333684,"Ashley Valley Medical Center","Heliport",5342
"17469",41.1647222223475,-111.971388888649,"Ogden Regional Medical Center","Heliport",4722
"17471",40.5905555555338,-111.975833333161,"Jordan Valley Hospital","Heliport",4590
"17472",40.6999463889828,-111.98966083353,"Pioneer Valley Hospital","Heliport",4251
"17475",38.7403922225256,-77.0772000002577,"Mount Vernon Hospital","Heliport",35
"17476",38.8226127775111,-77.104145278022,"Inova Alexandria Hospital","Heliport",254
"17482",37.3604224998059,-78.8689038885768,"State Police Division Three","Heliport",830
"17494",37.3523630555717,-79.5166988891298,"Hospital","Heliport",800
"17499",36.8556522220895,-82.7596050004271,"Dmme","Heliport",1950
"17500",36.8771388889173,-82.7537499996958,"Lonesome Pine Hospital","Heliport",1596
"17503",37.1864722219575,-80.4090277777381,"Montgomery Rgnl Hospital","Heliport",2126
"17506",39.0633100002845,-77.8900336114718,"Bluegrass","Heliport",1707
"17511",36.6120502778906,-82.1887444444979,"Sullins","Heliport",1730
"17512",36.6023269444199,-82.2151344448389,"Bristol Rgnl Medical Center","Heliport",1820
"17513",36.6459416664415,-82.1106858337544,"Tri-Cities","Heliport",1880
"17525",37.3098594445784,-76.0157669443033,"Point Farm","Heliport",5
"17532",37.9401411110977,-78.5086225001676,"Morven Farms","Heliport",615
"17534",38.0311111113282,-78.4983333334472,"University Of Virginia Hospital","Heliport",655
"17541",37.2736111113435,-75.9719444441711,"Airduce","Heliport",16
"17542",36.7418149998393,-76.2441047225204,"Chesapeake General Hospital","Heliport",21
"17543",36.795981388961,-76.2379938887827,"Division Five","Heliport",20
"17544",36.788759166788,-76.2263266668907,"Armada/Hoffler Business Center","Heliport",20
"17545",36.5897222222501,-76.2702777779238,"Tucker","Heliport",13
"17549",37.0868199724146,-80.5062511114318,"Carilion Clinic","Heliport",2127
"17555",36.9598249999356,-82.4701513892905,"Coeburn","Heliport",2010
"17557",37.3057047221108,-77.3944263884522,"Technical Center","Heliport",65
"17563",38.0406936107728,-78.7561319444137,"Mirador","Heliport",722
"17567",38.4545888890925,-78.0143277777619,"Culpeper Memorial Hospital","Heliport",474
"17573",36.5856938892349,-79.4091897223638,"Danville Life Saving Crew","Heliport",520
"17574",36.5652222224387,-79.2044444442677,"O'gara Tech Training Facility","Heliport",385
"17576",37.5372055555818,-78.4778805557371,"Buckingham County Rescue Squad","Heliport",628
"17578",37.0694444445491,-80.649444444301,"Cedar Point Landing","Heliport",1865
"17579",36.7112063892135,-82.8007172222616,"Dda","Heliport",1340
"17585",36.7733333332591,-76.5822222222663,"Sentara Obici Hospital","Heliport",55
"17587",36.7020936111454,-77.5399808334514,"Southern Virginia Regional Medical Center","Heliport",130
"17588",38.8238905553672,-77.2830419443478,"7Th Div State Police Hqtrs","Heliport",400.7
"17589",38.8531680555865,-77.3730416670254,"Fairfax County Police","Heliport",450
"17590",38.8570563885508,-77.2263708335204,"Inova Fairfax Hospital","Heliport",388
"17591",38.8842786107803,-77.3791527774441,"Inova Fair Oaks Hospital","Heliport",466
"17596",37.3018801392231,-78.4029389445192,"Southside Community Hospital","Heliport",344
"17600",38.0955830001484,-78.9867330001414,"Augusta Medical Center","Heliport",1362
"17605",38.1501316663866,-77.3663702773639,"Heth Ahp","Heliport",220
"17607",38.7066305559049,-77.1449444441665,"Fort Belvoir Community Hospital","Heliport",190
"17609",37.241816388597,-77.3430355560002,"Fort Lee Nr 1/Hqs/","Heliport",100
"17610",37.2501666666831,-77.3329999998543,"Fort Lee Ahp 3(Qrtmst Cen)","Heliport",100
"17611",37.016666666436,-76.2999999997595,"Walker Army","Heliport",7
"17613",36.6993169442131,-76.9382941663394,"Southampton Memorial Hospital","Heliport",44
"17614",36.7144444444296,-76.8266666668652,"Carrsville Vol Fire Dept","Heliport",25
"17618",38.2163888889753,-77.4955555556787,"Spotsylvania Regional Medical Center","Heliport",237
"17624",37.42181666646,-76.5430083337649,"Riverside Walter Reed Hospital","Heliport",75
"17634",37.296776944306,-82.1287458337209,"United Coal","Heliport",1020
"17637",37.0109802777625,-76.3685561110534,"Sentara Hampton General Hospital","Heliport",25
"17638",37.0631111109698,-76.4163888891415,"Thomas Nelson Community College","Heliport",31
"17640",37.1158611111022,-79.7183611114418,"Carilion Westlake Center","Heliport",990
"17643",38.4842899997581,-78.8678044440938,"Rockingham","Heliport",1500
"17644",38.4053138891617,-78.8540444440337,"Rockingham Memorial Hospital","Heliport",1447
"17649",37.287370833343,-77.2710883332549,"Hopewell","Heliport",35
"17650",37.295704166354,-77.2710883332549,"Bermuda Hundred","Heliport",15
"17653",37.1037536114592,-79.3011347221633,"English","Heliport",550
"17659",37.7048580555336,-76.383835555721,"Rappahannock General Hospital","Heliport",30
"17662",38.9528883333829,-77.1524791669184,"Cia Headquarters","Heliport",255
"17664",36.8979999996828,-82.0779999997277,"Russell County Medical Center","Heliport",2004
"17665",39.0772222225399,-77.4763888887743,"Loudoun Hospital Center","Heliport",315
"17668",37.7784652779683,-79.4422600002978,"Carillion Stonewall Jackson Hospital","Heliport",1200
"17673",37.7568077778898,-78.8958555551593,"Stevens Helicopters","Heliport",750
"17677",37.7917936113445,-79.882552500297,"Alleghany Rgnl Hospital","Heliport",1136
"17679",38.6625000000329,-78.4677777777601,"Page Memorial Hospital","Heliport",900
"17681",37.4173641668157,-79.1725247222614,"L G Hospital","Heliport",700
"17686",38.753726666613,-77.4974891667514,"Lm Building 110","Heliport",241
"17687",38.7608333336692,-77.6297222222127,"Rychlk","Heliport",330
"17688",38.7658333335482,-77.4877777775571,"Prince William Hospital","Heliport",243
"17689",38.7598375001681,-77.506378333356,"Building 250","Heliport",230
"17692",37.2509836109357,-77.8213874997662,"Mannboro Medical Center","Heliport",320
"17698",38.937054999887,-77.8191611106745,"Evergreen","Heliport",525
"17701",36.6998594446001,-79.8667047220918,"Martinsville/Henry County Memorial Hosp","Heliport",1010
"17711",38.0456933336284,-77.781381111233,"Caton South","Heliport",260
"17717",37.4751349999173,-75.8640972224991,"Northampton Accomack Memorial Hospital","Heliport",40
"17719",37.8877333330466,-78.8619333329762,"Deer Run","Heliport",805
"17725",37.1432013891597,-76.5121730552746,"Mary Immaculate Hospital","Heliport",79
"17726",37.06542444418,-76.4838388886563,"Riverside Hospital","Heliport",35
"17727",37.214032500302,-76.4535594445448,"Yorktown Power Station","Heliport",14
"17728",36.9998697220501,-76.4246697220256,"Newport News General Hospital","Heliport",19
"17730",36.8612588888902,-76.3035522222605,"Sentara Norfolk General Hospital","Heliport",10
"17731",36.9251472221225,-76.3043861112708,"Comlantflt","Heliport",14
"17734",36.9437108334322,-82.6254344441878,"Mountain View Rgnl Medical Center","Heliport",2243
"17735",36.9420436114568,-82.643768333298,"Humphrey's","Heliport",2000
"17736",36.9350991667161,-82.6448794442015,"Norton Community Hospital","Heliport",2200
"17743",38.3098530555944,-77.9313849998692,"Aerojet Rocketdyne","Heliport",434
"17749",37.322344444354,-80.7231258332613,"Giles Memorial Hospital","Heliport",1840
"17750",37.3338750002759,-80.7126472226273,"Carillion Giles Community Hospital","Heliport",1984
"17756",37.1848488885468,-80.5256111110567,"Radford Aap","Heliport",1710
"17757",37.0879611108887,-80.5059722222653,"Carilion New River Valley Medical Center","Heliport",3130
